tuning_index,fold,epoch,val_acc,val_prec,val_recall,val_f1
3,1,1,0.611904761904762,0.7024404206571339,0.5514671834559256,0.5399003711436291
3,1,2,0.7261904761904762,0.7229229697678684,0.6660545614803947,0.6787287160639143
3,1,3,0.7071428571428572,0.6973240643431585,0.6868355907646911,0.6730469205633295
3,1,4,0.28095238095238095,0.22442605600895174,0.22740729432331142,0.16899896800825595
3,1,5,0.3476190476190476,0.3038212791829428,0.30841888481299073,0.2527575090806078
3,1,6,0.4119047619047619,0.36413908698959285,0.3629350459436393,0.34285818266512
3,1,7,0.430952380952381,0.41500888978302286,0.3790879602847861,0.37697364861016175
3,1,8,0.4261904761904762,0.41520153878778193,0.37400798140459446,0.37276902918736315
3,1,9,0.4642857142857143,0.4056059715966585,0.4112010360070706,0.4059867053168585
3,1,10,0.44761904761904764,0.4264546259567437,0.3963032543876457,0.3905244558242991
3,2,1,0.649164677804296,0.6164664982442901,0.5731425775038568,0.5247750725125084
3,2,2,0.6873508353221957,0.6925777438550399,0.6513575863161571,0.653681846768633
3,2,3,0.7804295942720764,0.7703455302776391,0.7776745843362679,0.7659981003889048
3,2,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
3,2,5,0.26730310262529833,0.13816536728417136,0.21174569484151048,0.15595865679425727
3,2,6,0.3937947494033413,0.3374521788341822,0.3443862699491016,0.3191955364462268
3,2,7,0.39856801909307876,0.35322634285559723,0.353574151503848,0.33480817962351866
3,2,8,0.43675417661097854,0.36660698368406774,0.39042677036355294,0.36939406481833226
3,2,9,0.45584725536992843,0.3866025524787255,0.4082026156827509,0.39521059770489675
3,2,10,0.4677804295942721,0.3984071254968858,0.4222437767418794,0.39770171292785617
3,3,1,0.7326968973747017,0.7187197837784264,0.7095397151792203,0.7060303962820639
3,3,2,0.7684964200477327,0.7456221009943449,0.766450577425393,0.7490151062800473
3,3,3,0.7780429594272077,0.7723926527527203,0.7656628400143993,0.7543962307690171
3,3,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
3,3,5,0.2577565632458234,0.08657516885364987,0.20099001800032726,0.1199656092631673
3,3,6,0.24105011933174225,0.11636657313847337,0.188507972872234,0.1414625266552244
3,3,7,0.3341288782816229,0.208591061062303,0.27450748658888274,0.2129322076079129
3,3,8,0.35083532219570407,0.3218010879157181,0.3063023293163023,0.30588071011005386
3,3,9,0.39618138424821003,0.3492528870543894,0.3595118156643207,0.3274747034020579
3,3,10,0.3937947494033413,0.381165616890347,0.3564426986901737,0.3384422082273068
3,4,1,0.6324582338902148,0.6427490345815873,0.6554805293993222,0.621157113625979
3,4,2,0.7422434367541766,0.7453903605421747,0.6945296326327496,0.7104141551523394
3,4,3,0.7303102625298329,0.7143705967235379,0.7328805592120936,0.7013634039855693
3,4,4,0.1957040572792363,0.03261734287987272,0.16666666666666666,0.054557551563539586
3,4,5,0.17422434367541767,0.11131386861313869,0.17346938775510204,0.06049528301886792
3,4,6,0.2840095465393795,0.10353681406312985,0.22328087861650683,0.13502035453254965
3,4,7,0.35083532219570407,0.37338185164272114,0.2888601798017677,0.25351792612652047
3,4,8,0.3914081145584726,0.3302779103032781,0.3478356870723489,0.3077315578618802
3,4,9,0.41766109785202865,0.33171336331142626,0.36519713308462004,0.32279652941774134
3,4,10,0.47255369928400953,0.40998018167440503,0.42085534930266383,0.397053121583949
3,5,1,0.6801909307875895,0.6455526869382291,0.6133028378576149,0.5977191990682938
3,5,2,0.7040572792362768,0.6716133329670869,0.6530365355389134,0.6546591164670454
3,5,3,0.7541766109785203,0.755525589335658,0.6969606201370914,0.7069390209752635
3,5,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
3,5,5,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
3,5,6,0.24343675417661098,0.13750409862941834,0.1789210059290194,0.09365627182710874
3,5,7,0.29594272076372313,0.3488380229909953,0.23690574314132598,0.17907157616483202
3,5,8,0.3818615751789976,0.3712700615562236,0.3351000580491348,0.330888260300025
3,5,9,0.4009546539379475,0.3598926235383087,0.35060796163358726,0.3481393298059965
3,5,10,0.4224343675417661,0.3826286822761223,0.3738904730653481,0.36973091815372916
