tuning_index,fold,epoch,val_acc,val_prec,val_recall,val_f1
4,1,1,0.5095238095238095,0.5015853779872624,0.4236728037183046,0.4135430621752961
4,1,2,0.5476190476190477,0.40670726693390896,0.4783410440649563,0.423038402202643
4,1,3,0.5333333333333333,0.5850154941472773,0.5039443582745576,0.45661164985472924
4,1,4,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,5,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,6,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,7,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,8,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,9,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,1,10,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
4,2,1,0.5250596658711217,0.5353419235966141,0.48506663169301056,0.46090277439420135
4,2,2,0.5035799522673031,0.5844579397210976,0.41552655960440665,0.34474477859643354
4,2,3,0.6133651551312649,0.6064244589350363,0.5253359682762849,0.5127043403774314
4,2,4,0.20047732696897375,0.03341288782816229,0.16666666666666666,0.05566600397614314
4,2,5,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,2,6,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,2,7,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,2,8,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,2,9,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,2,10,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,3,1,0.47255369928400953,0.31270283529727577,0.41680643894219743,0.3525804050975585
4,3,2,0.42482100238663484,0.5802568922305764,0.4201024162195915,0.35057318053520786
4,3,3,0.5918854415274463,0.5637653505300564,0.5650751909418402,0.5510835996663038
4,3,4,0.22911694510739858,0.0779003318176232,0.1734334563658733,0.10259413271572444
4,3,5,0.19331742243436753,0.03221957040572792,0.16666666666666666,0.054
4,3,6,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,3,7,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,3,8,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,3,9,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,3,10,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,4,1,0.5178997613365155,0.4260452142586364,0.4495544886495144,0.4158464847669395
4,4,2,0.5011933174224343,0.5006412930941233,0.41997420155211146,0.3580766403576958
4,4,3,0.5035799522673031,0.5223102668814706,0.5137789520892301,0.46188869694773
4,4,4,0.19809069212410502,0.0330151153540175,0.16666666666666666,0.0551128818061089
4,4,5,0.19809069212410502,0.0330151153540175,0.16666666666666666,0.0551128818061089
4,4,6,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
4,4,7,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
4,4,8,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
4,4,9,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
4,4,10,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
4,5,1,0.5202863961813843,0.5397885040640311,0.5517141958254442,0.49291368759453863
4,5,2,0.49403341288782815,0.5899834953406383,0.5213867489807404,0.4800044946331498
4,5,3,0.5632458233890215,0.5779165466244117,0.5056757061586461,0.4900902838350956
4,5,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,5,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,6,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,7,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,8,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,9,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
4,5,10,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
