tuning_index,fold,epoch,val_acc,val_prec,val_recall,val_f1
5,1,1,0.4857142857142857,0.42421984572230015,0.40809481670615694,0.36091653879294716
5,1,2,0.5452380952380952,0.6291207620171814,0.4962830307348601,0.4695765024202496
5,1,3,0.5238095238095238,0.6511062475049857,0.5111917459149503,0.47078322592075833
5,1,4,0.2,0.03333333333333333,0.16666666666666666,0.05555555555555555
5,1,5,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,1,6,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,1,7,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,1,8,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,1,9,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,1,10,0.23095238095238096,0.038492063492063494,0.16666666666666666,0.06254029658284978
5,2,1,0.513126491646778,0.5080433121786048,0.4548168507007826,0.43215766819705187
5,2,2,0.5751789976133651,0.511818714044355,0.499279362745537,0.4808314509183993
5,2,3,0.5513126491646778,0.5997971379678697,0.4990984582380997,0.4787048299116279
5,2,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,2,5,0.20047732696897375,0.03341288782816229,0.16666666666666666,0.05566600397614314
5,2,6,0.19331742243436753,0.03221957040572792,0.16666666666666666,0.054
5,2,7,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,2,8,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,2,9,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,2,10,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,1,0.5035799522673031,0.5215180460658674,0.47019505164813086,0.42231011464954066
5,3,2,0.4701670644391408,0.670935470354075,0.43124833348140706,0.384395031420808
5,3,3,0.6348448687350835,0.6462413991288839,0.5689266227177036,0.5788426082841723
5,3,4,0.1909307875894988,0.03189792663476874,0.1646090534979424,0.05344021376085504
5,3,5,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,6,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,7,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,8,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,9,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,3,10,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,4,1,0.5966587112171837,0.7224099438089504,0.5072832819482195,0.4952960174561361
5,4,2,0.5823389021479713,0.5303258068768802,0.49634920171375946,0.46381168373204623
5,4,3,0.5274463007159904,0.4256416241710359,0.459623373918488,0.4239146892940247
5,4,4,0.2458233890214797,0.3525718675991368,0.19196192362817355,0.15241215589142115
5,4,5,0.1957040572792363,0.03261734287987272,0.16666666666666666,0.054557551563539586
5,4,6,0.1957040572792363,0.03261734287987272,0.16666666666666666,0.054557551563539586
5,4,7,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
5,4,8,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
5,4,9,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
5,4,10,0.23389021479713604,0.03898170246618934,0.16666666666666666,0.06318504190844616
5,5,1,0.5059665871121718,0.621256802866131,0.473357262096316,0.4217083608324495
5,5,2,0.5608591885441527,0.6153672623181529,0.6081311216955301,0.5584813036179302
5,5,3,0.5775656324582339,0.6419929055497932,0.5010499093200167,0.5093443421451861
5,5,4,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,5,5,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,5,6,0.2315035799522673,0.038583929992044554,0.16666666666666666,0.06266149870801034
5,5,7,0.28162291169451076,0.10068506201067,0.24229407476830156,0.14138440159805454
5,5,8,0.3198090692124105,0.28858248669569425,0.27048272958178826,0.1681828027736938
5,5,9,0.37708830548926014,0.3155103299414123,0.3165812746335535,0.2566824053772861
5,5,10,0.4152744630071599,0.5106243930376689,0.4040638444725532,0.38101651185757185
